Date,High,Low,Open,Close,Volume,Adj Close
2020-02-13,18.799999237060547,17.93000030517578,18.309999465942383,18.5,15222400.0,18.5
2020-02-14,18.649999618530273,18.06999969482422,18.5,18.15999984741211,2943100.0,18.15999984741211
2020-02-17,18.420000076293945,17.790000915527344,18.290000915527344,18.100000381469727,2041900.0,18.100000381469727
2020-02-18,18.299999237060547,17.81999969482422,17.84000015258789,18.299999237060547,412500.0,18.299999237060547
2020-02-19,18.5,18.260000228881836,18.399999618530273,18.5,366500.0,18.5
2020-02-20,18.5,18.260000228881836,18.469999313354492,18.40999984741211,386300.0,18.40999984741211
2020-02-21,18.5,17.770000457763672,18.440000534057617,17.959999084472656,1045500.0,17.959999084472656
2020-02-27,16.420000076293945,15.84000015258789,16.299999237060547,16.1299991607666,907800.0,16.1299991607666
2020-02-28,16.8799991607666,15.09000015258789,15.800000190734863,16.8799991607666,1883900.0,16.8799991607666
2020-03-02,17.0,15.899999618530273,16.639999389648438,16.290000915527344,1029400.0,16.290000915527344
2020-03-03,17.299999237060547,15.960000038146973,16.170000076293945,16.040000915527344,1339600.0,16.040000915527344
2020-03-04,16.989999771118164,16.100000381469727,16.299999237060547,16.989999771118164,558300.0,16.989999771118164
2020-03-05,17.299999237060547,15.779999732971191,17.0,16.049999237060547,461500.0,16.049999237060547
2020-03-06,15.8100004196167,14.649999618530273,15.109999656677246,15.800000190734863,1676500.0,15.800000190734863
2020-03-09,14.960000038146973,12.15999984741211,14.960000038146973,12.800000190734863,2170600.0,12.800000190734863
2020-03-10,13.890000343322754,12.170000076293945,13.4399995803833,13.399999618530273,1932500.0,13.399999618530273
2020-03-11,13.180000305175781,11.0600004196167,13.180000305175781,13.0,1242400.0,13.0
2020-03-12,11.699999809265137,9.020000457763672,11.470000267028809,9.75,800900.0,9.75
2020-03-13,11.390000343322754,9.020000457763672,11.0600004196167,10.880000114440918,1937300.0,10.880000114440918
2020-03-16,9.34000015258789,7.690000057220459,8.75,7.690000057220459,836200.0,7.690000057220459
2020-03-17,8.010000228881836,7.0,7.960000038146973,7.059999942779541,691900.0,7.059999942779541
2020-03-18,6.670000076293945,3.869999885559082,6.670000076293945,5.010000228881836,776400.0,5.010000228881836
2020-03-19,5.590000152587891,3.680000066757202,4.900000095367432,5.0,1076600.0,5.0
2020-03-20,5.659999847412109,5.0,5.610000133514404,5.400000095367432,927400.0,5.400000095367432
2020-03-23,5.889999866485596,4.309999942779541,5.570000171661377,4.309999942779541,552500.0,4.309999942779541
2020-03-24,4.900000095367432,4.210000038146973,4.639999866485596,4.349999904632568,1370200.0,4.349999904632568
2020-03-25,5.650000095367432,4.349999904632568,4.5,5.650000095367432,3324900.0,5.650000095367432
2020-03-26,6.900000095367432,5.699999809265137,6.0,6.329999923706055,776600.0,6.329999923706055
2020-03-27,6.690000057220459,5.820000171661377,6.010000228881836,6.409999847412109,842700.0,6.409999847412109
2020-03-30,6.900000095367432,6.119999885559082,6.510000228881836,6.289999961853027,620500.0,6.289999961853027
2020-03-31,6.289999961853027,5.869999885559082,6.289999961853027,6.179999828338623,735200.0,6.179999828338623
2020-04-01,6.28000020980835,5.449999809265137,6.0,5.960000038146973,1516400.0,5.960000038146973
2020-04-02,6.199999809265137,5.340000152587891,6.199999809265137,5.389999866485596,2942200.0,5.389999866485596
2020-04-03,5.5,4.75,5.5,5.0,2418300.0,5.0
2020-04-06,5.75,5.239999771118164,5.300000190734863,5.320000171661377,337900.0,5.320000171661377
2020-04-07,5.940000057220459,5.349999904632568,5.940000057220459,5.449999809265137,215900.0,5.449999809265137
2020-04-08,6.190000057220459,5.400000095367432,5.449999809265137,6.0,197400.0,6.0
2020-04-09,6.989999771118164,6.039999961853027,6.139999866485596,6.429999828338623,571000.0,6.429999828338623
2020-04-13,6.820000171661377,6.400000095367432,6.78000020980835,6.420000076293945,175700.0,6.420000076293945
2020-04-14,6.889999866485596,6.539999961853027,6.690000057220459,6.650000095367432,160900.0,6.650000095367432
2020-04-15,6.840000152587891,6.309999942779541,6.449999809265137,6.389999866485596,195200.0,6.389999866485596
2020-04-16,6.53000020980835,5.900000095367432,6.480000019073486,6.300000190734863,346200.0,6.300000190734863
2020-04-17,6.449999809265137,5.860000133514404,6.300000190734863,6.0,696300.0,6.0
2020-04-20,6.21999979019165,5.710000038146973,5.880000114440918,6.21999979019165,168300.0,6.21999979019165
2020-04-22,6.789999961853027,6.059999942779541,6.230000019073486,6.769999980926514,1114400.0,6.769999980926514
2020-04-23,7.050000190734863,6.510000228881836,7.050000190734863,6.989999771118164,298900.0,6.989999771118164
2020-04-24,6.75,5.829999923706055,6.679999828338623,6.0,913400.0,6.0
2020-04-27,6.230000019073486,5.71999979019165,6.159999847412109,6.119999885559082,366600.0,6.119999885559082
2020-04-28,6.75,5.949999809265137,6.099999904632568,6.650000095367432,1252200.0,6.650000095367432
2020-04-29,7.269999980926514,6.650000095367432,6.869999885559082,6.909999847412109,761900.0,6.909999847412109
2020-04-30,7.190000057220459,6.53000020980835,6.829999923706055,6.699999809265137,340300.0,6.699999809265137
